id,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season,Team
19,Gabriel Paulista,br BRA,DF,33-162,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,2024,Atletico Madrid
20,Yannick Carrasco,be BEL,DF,30-245,3,3,221.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,6.0,17.0,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,Matches,2024,Atletico Madrid
21,Thomas Lemar,fr FRA,MF,28-176,3,3,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,2024,Atletico Madrid
22,Çağlar Söyüncü,tr TUR,DF,27-349,6,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Atletico Madrid
23,Arthur Vermeeren,be BEL,MF,19-089,3,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Atletico Madrid
24,Javi Galán,es ESP,DF,29-169,5,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2024,Atletico Madrid
25,Salim El Jebari,ma MAR,MF,20-091,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Atletico Madrid
26,Abdellah Raihani,ma MAR,FW,20-093,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Atletico Madrid
27,Rayane Belaid,es ESP,DF,19-085,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
28,João Félix,pt POR,"FW,MF",24-178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
29,Aitor Gismera,es ESP,MF,20-075,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
30,Antonio Gomis,es ESP,GK,20-352,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
31,Ivo Grbić,hr CRO,GK,28-109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
32,Ilias Kostis,gr GRE,DF,21-069,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
33,Sergio Mestre,es ESP,GK,19-083,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
34,Horaţiu Moldovan,ro ROU,GK,26-107,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
35,Marco Moreno,es ESP,DF,23-076,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
36,Adrian Niño,es ESP,FW,19-322,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Atletico Madrid
37,Squad Total,,,29.9,33,374,3060.0,34.0,61.0,42.0,103.0,56.0,5.0,6.0,78.0,4.0,56.1,51.5,42.0,93.5,677.0,1436.0,1419.0,1.79,1.24,3.03,1.65,2.88,1.65,1.23,2.88,1.51,2.75,,2024,Atletico Madrid
38,Opponent Total,,,27.7,33,374,3060.0,34.0,39.0,30.0,69.0,38.0,1.0,2.0,69.0,2.0,36.0,34.4,27.5,61.9,586.0,1386.0,1366.0,1.15,0.88,2.03,1.12,2.0,1.06,0.81,1.87,1.01,1.82,,2024,Atletico Madrid
0,Unai Simón,es ESP,GK,26-330,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Athletic Club
1,Iñaki Williams,gh GHA,FW,29-326,31,30,2644.0,29.4,11.0,3.0,14.0,11.0,0.0,0.0,4.0,0.0,8.8,8.8,5.8,14.6,107.0,71.0,304.0,0.37,0.1,0.48,0.37,0.48,0.3,0.2,0.5,0.3,0.5,Matches,2024,Athletic Club
2,Gorka Guruzeta,es ESP,FW,27-237,32,30,2217.0,24.6,14.0,5.0,19.0,14.0,0.0,1.0,2.0,0.0,11.6,10.8,2.4,13.2,18.0,55.0,102.0,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54,Matches,2024,Athletic Club
3,Daniel Vivian,es ESP,DF,24-296,30,29,2653.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.7,1.2,19.0,111.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,2024,Athletic Club
4,Aitor Paredes,es ESP,DF,24-007,32,29,2524.0,28.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.2,1.2,0.2,1.4,6.0,103.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches,2024,Athletic Club
5,Nico Williams,es ESP,FW,21-299,28,26,2024.0,22.5,4.0,10.0,14.0,4.0,0.0,0.0,6.0,1.0,4.9,4.9,5.1,10.0,124.0,58.0,272.0,0.18,0.44,0.62,0.18,0.62,0.22,0.23,0.44,0.22,0.44,Matches,2024,Athletic Club
6,Oihan Sancet,es ESP,MF,24-011,30,25,1975.0,21.9,4.0,5.0,9.0,4.0,0.0,1.0,5.0,2.0,6.3,5.5,4.7,10.2,76.0,121.0,157.0,0.18,0.23,0.41,0.18,0.41,0.29,0.21,0.5,0.25,0.47,Matches,2024,Athletic Club
7,Óscar de Marcos,es ESP,DF,35-022,26,24,2078.0,23.1,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,2.9,3.5,43.0,130.0,105.0,0.04,0.17,0.22,0.04,0.22,0.03,0.12,0.15,0.03,0.15,Matches,2024,Athletic Club
8,Iñigo Ruiz de Galarreta,es ESP,MF,30-274,26,23,1911.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,1.4,1.7,24.0,133.0,30.0,0.05,0.05,0.09,0.05,0.09,0.01,0.06,0.08,0.01,0.08,Matches,2024,Athletic Club
9,Iñigo Lekue,es ESP,DF,31-002,24,19,1732.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.1,1.2,39.0,106.0,34.0,0.0,0.1,0.1,0.0,0.1,0.01,0.06,0.06,0.01,0.06,Matches,2024,Athletic Club
10,Yuri Berchiche,es ESP,DF,34-086,24,19,1692.0,18.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.8,0.7,1.6,2.3,29.0,120.0,67.0,0.16,0.05,0.21,0.16,0.21,0.05,0.09,0.13,0.04,0.12,Matches,2024,Athletic Club
11,Mikel Vesga,es ESP,MF,30-351,25,17,1456.0,16.2,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,2.7,1.1,1.2,2.3,9.0,81.0,24.0,0.19,0.06,0.25,0.06,0.12,0.16,0.07,0.24,0.07,0.14,Matches,2024,Athletic Club
12,Beñat Prados,es ESP,"MF,DF",23-088,23,14,1257.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,19.0,73.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,2024,Athletic Club
13,Álex Berenguer,es ESP,FW,28-307,31,12,1351.0,15.0,6.0,2.0,8.0,5.0,1.0,1.0,4.0,0.0,4.9,4.1,2.9,7.0,52.0,25.0,125.0,0.4,0.13,0.53,0.33,0.47,0.33,0.19,0.52,0.27,0.47,Matches,2024,Athletic Club
14,Yeray Álvarez,es ESP,DF,29-103,16,11,927.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.1,0.3,12.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2024,Athletic Club
15,Ander Herrera,es ESP,MF,34-266,21,9,952.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.2,1.8,10.0,83.0,16.0,0.0,0.19,0.19,0.0,0.19,0.06,0.11,0.17,0.06,0.17,Matches,2024,Athletic Club
16,Unai Gómez,es ESP,MF,20-347,22,8,712.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.5,1.9,17.0,23.0,40.0,0.25,0.0,0.25,0.25,0.25,0.17,0.06,0.24,0.17,0.24,Matches,2024,Athletic Club
17,Dani García,es ESP,MF,33-348,15,5,581.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,2.0,28.0,3.0,0.15,0.0,0.15,0.15,0.15,0.12,0.01,0.13,0.12,0.13,Matches,2024,Athletic Club
18,Imanol,es ESP,DF,23-333,7,4,403.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,12.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05,Matches,2024,Athletic Club
19,Iker Muniain,es ESP,"MF,FW",31-139,18,3,470.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.3,1.7,15.0,35.0,43.0,0.19,0.0,0.19,0.19,0.19,0.28,0.05,0.33,0.28,0.33,Matches,2024,Athletic Club
20,Asier Villalibre,es ESP,FW,26-219,14,2,353.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.9,6.0,9.0,25.0,0.25,0.25,0.51,0.25,0.51,0.24,0.24,0.48,0.24,0.48,Matches,2024,Athletic Club
21,Adu Ares,es ESP,FW,22-207,10,1,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,8.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,2024,Athletic Club
22,Julen Agirrezabala,es ESP,GK,23-132,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Athletic Club
23,Raúl García,es ESP,"FW,MF",37-300,16,0,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2024,Athletic Club
24,Mikel Jauregizar,es ESP,MF,20-176,5,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2024,Athletic Club
25,Peru Nolaskoain,es ESP,"DF,MF",25-194,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Athletic Club
26,Unai Eguíluz,es ESP,DF,22-048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Athletic Club
27,Javi Martón,es ESP,FW,25-000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Athletic Club
28,Aingeru Olabarrieta,es ESP,FW,18-174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Athletic Club
29,Alex Padilla,es ESP,GK,20-248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Athletic Club
30,Hugo Rincón,es ESP,DF,21-100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Athletic Club
31,Squad Total,,,28.1,33,374,3060.0,34.0,53.0,37.0,90.0,50.0,3.0,5.0,76.0,5.0,48.6,44.6,33.4,78.0,649.0,1441.0,1432.0,1.56,1.09,2.65,1.47,2.56,1.43,0.98,2.41,1.31,2.3,,2024,Athletic Club
32,Opponent Total,,,27.7,33,374,3060.0,34.0,29.0,23.0,52.0,28.0,1.0,5.0,74.0,3.0,37.6,33.8,28.5,62.3,459.0,1163.0,1148.0,0.85,0.68,1.53,0.82,1.5,1.11,0.84,1.94,0.99,1.83,,2024,Athletic Club
0,Álex Remiro,es ESP,GK,29-043,33,33,2915.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Real Sociedad
1,Martín Zubimendi,es ESP,MF,25-094,31,29,2654.0,29.5,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.7,2.7,1.5,4.1,34.0,152.0,27.0,0.14,0.03,0.17,0.14,0.17,0.09,0.05,0.14,0.09,0.14,Matches,2024,Real Sociedad
2,Igor Zubeldia,es ESP,DF,27-037,30,29,2518.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,0.8,0.8,1.1,1.9,28.0,129.0,0.0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,Matches,2024,Real Sociedad
3,Robin Le Normand,es ESP,DF,27-177,27,26,2289.0,25.4,2.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,0.1,1.1,21.0,101.0,1.0,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04,Matches,2024,Real Sociedad
4,Mikel Merino,es ESP,MF,27-319,29,24,2212.0,24.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.2,3.2,1.7,4.9,24.0,146.0,90.0,0.16,0.12,0.28,0.16,0.28,0.13,0.07,0.2,0.13,0.2,Matches,2024,Real Sociedad
5,Brais Méndez,es ESP,"MF,FW",27-120,28,24,2139.0,23.8,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.7,3.7,4.0,7.7,40.0,109.0,115.0,0.17,0.25,0.42,0.17,0.42,0.16,0.17,0.32,0.16,0.32,Matches,2024,Real Sociedad
6,Hamari Traoré,ml MLI,DF,32-100,27,24,2033.0,22.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,1.3,1.9,46.0,121.0,73.0,0.0,0.09,0.09,0.0,0.09,0.02,0.06,0.08,0.02,0.08,Matches,2024,Real Sociedad
7,Takefusa Kubo,jp JPN,"FW,MF",22-337,27,22,1949.0,21.7,7.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,3.4,3.4,5.3,8.8,121.0,78.0,206.0,0.32,0.14,0.46,0.32,0.46,0.16,0.25,0.4,0.16,0.4,Matches,2024,Real Sociedad
8,Mikel Oyarzabal,es ESP,"FW,MF",27-015,29,21,1937.0,21.5,9.0,2.0,11.0,7.0,2.0,2.0,2.0,0.0,8.8,7.3,1.6,8.9,26.0,35.0,111.0,0.42,0.09,0.51,0.33,0.42,0.41,0.07,0.49,0.34,0.41,Matches,2024,Real Sociedad
9,Ander Barrenetxea,es ESP,"FW,MF",22-131,25,18,1265.0,14.1,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.4,3.4,1.1,4.5,53.0,34.0,145.0,0.28,0.07,0.36,0.28,0.36,0.24,0.08,0.32,0.24,0.32,Matches,2024,Real Sociedad
10,Beñat Turrientes,es ESP,MF,22-096,25,15,1358.0,15.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.5,1.6,24.0,43.0,27.0,0.0,0.07,0.07,0.0,0.07,0.07,0.04,0.11,0.07,0.11,Matches,2024,Real Sociedad
11,Arsen Zakharyan,ru RUS,"MF,FW",20-346,25,13,1080.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,2.0,4.2,27.0,41.0,84.0,0.08,0.17,0.25,0.08,0.25,0.18,0.16,0.35,0.18,0.35,Matches,2024,Real Sociedad
12,Jon Pacheco,es ESP,DF,23-119,19,12,1187.0,13.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.2,1.3,8.0,46.0,1.0,0.08,0.08,0.15,0.08,0.15,0.08,0.02,0.1,0.08,0.1,Matches,2024,Real Sociedad
13,Umar Sadiq,ng NGA,FW,27-094,26,12,1077.0,12.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.6,3.6,1.1,4.7,18.0,13.0,74.0,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39,Matches,2024,Real Sociedad
14,Javi Galán,es ESP,DF,29-169,13,12,985.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,44.0,43.0,67.0,0.0,0.09,0.09,0.0,0.09,0.01,0.06,0.08,0.01,0.08,Matches,2024,Real Sociedad
15,Aihen Muñoz,es ESP,DF,26-264,21,11,1127.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.0,2.2,24.0,39.0,23.0,0.0,0.16,0.16,0.0,0.16,0.02,0.16,0.18,0.02,0.18,Matches,2024,Real Sociedad
16,Kieran Tierney,sct SCO,DF,26-336,16,11,989.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,20.0,61.0,34.0,0.0,0.18,0.18,0.0,0.18,0.02,0.05,0.07,0.02,0.07,Matches,2024,Real Sociedad
17,André Silva,pt POR,FW,28-182,17,8,646.0,7.2,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.3,1.5,0.3,1.8,4.0,7.0,37.0,0.28,0.0,0.28,0.14,0.14,0.32,0.04,0.37,0.21,0.26,Matches,2024,Real Sociedad
18,Sheraldo Becker,sr SUR,"FW,MF",29-087,11,5,510.0,5.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.8,2.9,21.0,7.0,67.0,0.35,0.35,0.71,0.35,0.71,0.19,0.32,0.51,0.19,0.51,Matches,2024,Real Sociedad
19,Carlos Fernández,es ESP,FW,27-350,10,5,408.0,4.5,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.5,0.7,0.5,1.3,5.0,4.0,13.0,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,Matches,2024,Real Sociedad
20,Álvaro Odriozola,es ESP,DF,28-144,7,5,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,7.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2024,Real Sociedad
21,Aritz Elustondo,es ESP,DF,30-039,12,4,542.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,4.0,20.0,2.0,0.0,0.17,0.17,0.0,0.17,0.03,0.07,0.1,0.03,0.1,Matches,2024,Real Sociedad
22,Jon Aramburu,ve VEN,DF,21-288,7,4,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2024,Real Sociedad
23,Olasagasti,es ESP,MF,23-264,12,2,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,5.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.23,0.09,0.32,0.23,0.32,Matches,2024,Real Sociedad
24,Urko González,es ESP,MF,23-047,4,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,2024,Real Sociedad
25,Mohamed Ali Cho,fr FRA,"FW,MF",20-108,11,1,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,16.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,Matches,2024,Real Sociedad
26,Unai Marrero,es ESP,GK,22-210,2,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Real Sociedad
27,Jon Magunacelaya,es ESP,"FW,MF",23-298,5,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.55,0.21,0.55,Matches,2024,Real Sociedad
28,Alex Sola,es ESP,"DF,MF",24-332,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Real Sociedad
29,Alberto Dadie,es ESP,MF,21-291,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Real Sociedad
30,Gaizka Ayesa,es ESP,GK,23-034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
31,Bryan Fiabema,no NOR,FW,21-080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
32,Aitor Fraga,es ESP,GK,21-058,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
33,Jon Karrikaburu,es ESP,FW,21-230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
34,Pablo Marín,es ESP,MF,20-308,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
35,Jon Martin,es ESP,DF,18-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
36,Roberto Navarro,es ESP,MF,22-024,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
37,Diego Rico,es ESP,DF,31-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
38,Iñaki Rupérez,es ESP,DF,21-120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,Real Sociedad
39,Squad Total,,,26.6,33,374,3060.0,34.0,45.0,34.0,79.0,41.0,4.0,4.0,88.0,2.0,41.9,38.8,28.5,67.2,627.0,1281.0,1269.0,1.32,1.0,2.32,1.21,2.21,1.23,0.84,2.07,1.14,1.98,,2024,Real Sociedad
40,Opponent Total,,,28.0,33,374,3060.0,34.0,34.0,21.0,55.0,29.0,5.0,5.0,88.0,5.0,34.4,30.7,20.8,51.5,345.0,803.0,795.0,1.0,0.62,1.62,0.85,1.47,1.01,0.61,1.63,0.9,1.51,,2024,Real Sociedad
0,Germán Pezzella,ar ARG,DF,32-314,32,32,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches,2024,Real Betis
1,Isco,es ESP,MF,32-015,27,26,2198.0,24.4,7.0,4.0,11.0,5.0,2.0,2.0,10.0,0.0,8.1,6.5,6.3,12.8,96.0,206.0,136.0,0.29,0.16,0.45,0.2,0.37,0.33,0.26,0.59,0.27,0.52,Matches,2024,Real Betis
2,Rui Silva,pt POR,GK,30-089,25,25,2205.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,Real Betis
3,Ayoze Pérez,es ESP,FW,30-282,27,25,1950.0,21.7,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,6.3,6.3,3.1,9.4,74.0,61.0,146.0,0.32,0.05,0.37,0.32,0.37,0.29,0.14,0.43,0.29,0.43,Matches,2024,Real Betis
4,Marc Roca,es ESP,MF,27-162,24,22,1816.0,20.2,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,1.3,2.5,24.0,119.0,19.0,0.1,0.1,0.2,0.1,0.2,0.06,0.06,0.12,0.06,0.12,Matches,2024,Real Betis
5,Willian José,br BRA,FW,32-165,30,22,1774.0,19.7,10.0,4.0,14.0,10.0,0.0,0.0,0.0,1.0,5.5,5.5,2.3,7.8,7.0,29.0,79.0,0.51,0.2,0.71,0.51,0.71,0.28,0.12,0.39,0.28,0.39,Matches,2024,Real Betis
6,Chadi Riad,ma MAR,DF,20-324,23,21,1894.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,2024,Real Betis
7,Guido Rodríguez,ar ARG,MF,30-024,22,20,1737.0,19.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.7,0.7,0.7,1.4,8.0,61.0,18.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,Matches,2024,Real Betis
8,Héctor Bellerín,es ESP,DF,29-048,20,19,1545.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,1.4,32.0,76.0,75.0,0.0,0.06,0.06,0.0,0.06,0.0,0.08,0.08,0.0,0.08,Matches,2024,Real Betis
9,Juan Miranda,es ESP,DF,24-108,22,18,1595.0,17.7,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.6,3.1,29.0,85.0,75.0,0.06,0.06,0.11,0.06,0.11,0.08,0.09,0.17,0.08,0.17,Matches,2024,Real Betis
10,Abner,br BRA,DF,23-345,21,14,1303.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,14.0,31.0,57.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,2024,Real Betis
